ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Orthographic_Entry,Attestation
MuishaungNeedham-141_kill-1,,MuishaungNeedham,141_kill,tʌt,tʌt,t ʌ t,,Needham1897,,,^t ʌ t$,default,tat,1897
MuishaungModern-141_kill-1,,MuishaungModern,141_kill,t̪ɐt₄,t̪ɐt₄,t̪ ɐ t ₄/⁵⁵,,VanDam2025,,,^t̪ ɐ t ₄$,default,thvt,2024
MuishaungNeedham-142_knee-1,,MuishaungNeedham,142_knee,lɒŋ.ky,lɒŋ.ky,l ɒ ŋ + k y,,Needham1897,,,^l ɒ ŋ . k y$,default,long´kü,1897
MuishaungModern-142_knee-1,,MuishaungModern,142_knee,lɐuŋ₂kɨ₂,lɐuŋ₂kɨ₂,l ɐu ŋ ₂/²³¹ + k ɨ ₂/²³¹,,VanDam2025,,,^l ɐu ŋ ₂ k ɨ ₂$,default,lvungx.kuix,2024
MuishaungNeedham-143_knife-1,,MuishaungNeedham,143_knife,jɑn.hi,jɑn.hi,j ɑ n + h i,,Needham1897,,,^j ɑ n . h i$,default,yân´hî,1897
MuishaungModern-143_knife-1,,MuishaungModern,143_knife,ʒan₂ hi₂,ʒan₂_hi₂,ʒ a n ₂/²³¹ + h i ₂/²³¹,,VanDam2025,,,^ʒ a n ₂_ h i ₂$,default,yanx.hix,2024
MuishaungNeedham-144_kochu-1,,MuishaungNeedham,144_kochu,dy,dy,d y,,Needham1897,,,^d y$,default,dü,1897
MuishaungModern-144_kochu-1,,MuishaungModern,144_kochu,tɨ₁,tɨ₁,t ɨ ₁/³¹,,VanDam2025,,,^t ɨ ₁$,default,tuiz,2024
MuishaungNeedham-145_large-1,,MuishaungNeedham,145_large,ɑ.dɪl,ɑ.dɪl,ɑ + d ɪ l,,Needham1897,,,^ɑ . d ɪ l$,default,â´dil,1897
MuishaungModern-145_large-1,,MuishaungModern,145_large,ə₀dɐl₁,ə₀dɐl₁,ə ₀/⁰ d ɐ l ₁/³¹,,VanDam2025,,,^ə ₀ d ɐ l ₁$,default,v.dvlz,2024
MuishaungNeedham-146_laughv-1,,MuishaungNeedham,146_laughv,ni,ni,n i,,Needham1897,,,^n i$,default,nî,1897
MuishaungModern-146_laughv-1,,MuishaungModern,146_laughv,n̪ɨi₂,n̪ɨi₂,n̪ ɨi ₂/²³¹,,VanDam2025,,,^n̪ ɨi ₂$,default,nhuiyx,2024
MuishaungNeedham-147_leech-1,,MuishaungNeedham,147_leech,tʌ.wʌt,tʌ.wʌt,t ʌ + w ʌ t,,Needham1897,,,^t ʌ . w ʌ t$,default,ta´wat,1897
MuishaungModern-147_leech-1,,MuishaungModern,147_leech,tə₀βɐt₄,tə₀βɐt₄,t ə ₀/⁰ β ɐ t ₄/⁵⁵,,VanDam2025,,,^t ə ₀ β ɐ t ₄$,default,tv.wvt,2024
MuishaungNeedham-148_leaf-1,,MuishaungNeedham,148_leaf,nɑm.jɒk,nɑm.jɒk,n ɑ m + j ɒ k,,Needham1897,,,^n ɑ m . j ɒ k$,default,nâm´yok,1897
MuishaungModern-148_leaf-1,,MuishaungModern,148_leaf,nam₂ʒɐuk₄,nam₂ʒɐuk₄,n a m ₂/²³¹ + ʒ ɐu k ₄/⁵⁵,,VanDam2025,,,^n a m ₂ ʒ ɐu k ₄$,default,namx.yvuk,2024
MuishaungNeedham-149_leg-1,,MuishaungNeedham,149_leg,jɑ,jɑ,j ɑ,,Needham1897,,,^j ɑ$,default,yâ,1897
MuishaungModern-149_leg-1,,MuishaungModern,149_leg,ʒa₁,ʒa₁,ʒ a ₁/³¹,,VanDam2025,,,^ʒ a ₁$,default,yaz,2024
MuishaungNeedham-150_lightning-1,,MuishaungNeedham,150_lightning,rɒŋ.lɛp,rɒŋ.lɛp,r ɒ ŋ + l ɛ p,,Needham1897,,,^r ɒ ŋ . l ɛ p$,default,rong´lep,1897
MuishaungModern-150_lightning-1,,MuishaungModern,150_lightning,rɐuŋ₂lep₄,rɐuŋ₂lep₄,r ɐu ŋ ₂/²³¹ + l e p ₄/⁵⁵,,VanDam2025,,,^r ɐu ŋ ₂ l e p ₄$,default,rvungx.lep,2024
MuishaungNeedham-151_lip-1,,MuishaungNeedham,151_lip,nʌ.wʌr,nʌ.wʌr,n ʌ + w ʌ r,,Needham1897,,,^n ʌ . w ʌ r$,default,na´warr,1897
MuishaungModern-151_lip-1,,MuishaungModern,151_lip,nɨ₂bɨr₁,nɨ₂bɨr₁,n ɨ ₂/²³¹ + b ɨ r ₁/³¹,,VanDam2025,,,^n ɨ ₂ b ɨ r ₁$,default,nuix.buirz,2024
MuishaungNeedham-152_lightnotheavy-1,,MuishaungNeedham,152_lightnotheavy,ɑ.ʧʰɑn,ɑ.ʧʰɑn,ɑ + tʃʰ ɑ n,,Needham1897,,,^ɑ . ʧʰ ɑ n$,default,â´chân,1897
MuishaungModern-152_lightnotheavy-1,,MuishaungModern,152_lightnotheavy,ə₀ʨɔ₁,ə₀ʨɔ₁,ə ₀/⁰ tɕ ɔ ₁/³¹,,VanDam2025,,,^ə ₀ ʨ ɔ ₁$,default,v.jawz,2024
MuishaungNeedham-153_loincloth-1,,MuishaungNeedham,153_loincloth,ri,ri,r i,,Needham1897,,,^r i$,default,rî,1897
MuishaungModern-153_loincloth-1,,MuishaungModern,153_loincloth,rɨiʔ₄,rɨiʔ₄,r ɨi ʔ ₄/⁵⁵,,VanDam2025,,,^r ɨi ʔ ₄$,default,ruiyq,2024
MuishaungNeedham-154_lookv-1,,MuishaungNeedham,154_lookv,lɑn,lɑn,l ɑ n,,Needham1897,,,^l ɑ n$,default,lân,1897
MuishaungModern-154_lookv-1,,MuishaungModern,154_lookv,lɔ₃,lɔ₃,l ɔ ₃/³³,,VanDam2025,,,^l ɔ ₃$,default,lawx,2024
MuishaungNeedham-155_louse-1,,MuishaungNeedham,155_louse,tʰɪk,tʰɪk,tʰ ɪ k,,Needham1897,,,^tʰ ɪ k$,default,thik,1897
MuishaungModern-155_louse-1,,MuishaungModern,155_louse,t̪ʰɨk₄,t̪ʰɨk₄,t̪ʰ ɨ k ₄/⁵⁵,,VanDam2025,,,^t̪ʰ ɨ k ₄$,default,httuik,2024
MuishaungNeedham-156_makev-1,,MuishaungNeedham,156_makev,gyr,gyr,g y r,,Needham1897,,,^g y r$,default,gür,1897
MuishaungModern-156_makev-1,,MuishaungModern,156_makev,ɣɨr₃,ɣɨr₃,ɣ ɨ r ₃/³³,,VanDam2025,,,^ɣ ɨ r ₃$,default,ghuir,2024
MuishaungNeedham-157_male-1,,MuishaungNeedham,157_male,mi.wɑ,mi.wɑ,m i + w ɑ,,Needham1897,,,^m i . w ɑ$,default,mî´wâ,1897
MuishaungModern-157_male-1,,MuishaungModern,157_male,miʔ₄βa₁,miʔ₄βa₁,m i ʔ ₄/⁵⁵ + β a ₁/³¹,,VanDam2025,,,^m i ʔ ₄ β a ₁$,default,miq.waz,2024
MuishaungNeedham-158_many-1,,MuishaungNeedham,158_many,ɑ.pɑŋ,ɑ.pɑŋ,ɑ + p ɑ ŋ,,Needham1897,,,^ɑ . p ɑ ŋ$,default,â´pâng,1897
MuishaungModern-158_many-1,,MuishaungModern,158_many,ə₀pɐuŋ₃,ə₀pɐuŋ₃,ə ₀/⁰ p ɐu ŋ ₃/³³,,VanDam2025,,,^ə ₀ p ɐu ŋ ₃$,default,v.pvungc,2024
MuishaungNeedham-159_mat-1,,MuishaungNeedham,159_mat,dʌm,dʌm,d ʌ m,,Needham1897,,,^d ʌ m$,default,dam,1897
MuishaungModern-159_mat-1,,MuishaungModern,159_mat,dɐm₂,dɐm₂,d ɐ m ₂/²³¹,,VanDam2025,,,^d ɐ m ₂$,default,dvmx,2024
MuishaungNeedham-160_monkey-1,,MuishaungNeedham,160_monkey,βi.sɪl,βi.sɪl,β i + s ɪ l,,Needham1897,,,^β i . s ɪ l$,default,vî´sil,1897
MuishaungModern-160_monkey-1,,MuishaungModern,160_monkey,βi₂sɨl₂,βi₂sɨl₂,β i ₂/²³¹ + s ɨ l ₂/²³¹,,VanDam2025,,,^β i ₂ s ɨ l ₂$,default,wix.suilx,2024
MuishaungNeedham-161_mortarforpoundingpaddy-1,,MuishaungNeedham,161_mortarforpoundingpaddy,"tʰɪm, tʰym",tʰɪm,tʰ ɪ m,,Needham1897,,,^tʰ ɪ m$,default,"thim, thüm",1897
MuishaungNeedham-161_mortarforpoundingpaddy-2,,MuishaungNeedham,161_mortarforpoundingpaddy,"tʰɪm, tʰym",tʰym,tʰ y m,,Needham1897,,,^tʰ y m$,default,"thim, thüm",1897
MuishaungModern-161_mortarforpoundingpaddy-1,,MuishaungModern,161_mortarforpoundingpaddy,tʰɨm₁,tʰɨm₁,tʰ ɨ m ₁/³¹,,VanDam2025,,,^tʰ ɨ m ₁$,default,htuimz,2024
MuishaungNeedham-162_pestle-1,,MuishaungNeedham,162_pestle,tʰɪm.jɑ,tʰɪm.jɑ,tʰ ɪ m + j ɑ,,Needham1897,,,^tʰ ɪ m . j ɑ$,default,thim´yâ,1897
MuishaungModern-162_pestle-1,,MuishaungModern,162_pestle,tʰɨm₁ʒa₁,tʰɨm₁ʒa₁,tʰ ɨ m ₁/³¹ + ʒ a ₁/³¹,,VanDam2025,,,^tʰ ɨ m ₁ ʒ a ₁$,default,htuimz.yaz,2024
MuishaungNeedham-163_mother-1,,MuishaungNeedham,163_mother,n.ju,n.ju,n + j u,,Needham1897,,,^n . j u$,default,n´yû,1897
MuishaungModern-163_mother-1,,MuishaungModern,163_mother,ɲɨu₁,ɲɨu₁,ɲ ɨu ₁/³¹,,VanDam2025,,,^ɲ ɨu ₁$,default,nyuiuz,2024
MuishaungNeedham-164_moon-1,,MuishaungNeedham,164_moon,jɑ.pi,jɑ.pi,j ɑ + p i,,Needham1897,,,^j ɑ . p i$,default,yâ´pî,1897
MuishaungModern-164_moon-1,,MuishaungModern,164_moon,ʒa₃pi₂,ʒa₃pi₂,ʒ a ₃/³³ + p i ₂/²³¹,,VanDam2025,,,^ʒ a ₃ p i ₂$,default,yac.pix,2024
MuishaungNeedham-165_mod-1,,MuishaungNeedham,165_mod,ʧʰɒɑl,ʧʰɒɑl,tʃʰ ɒ ɑ l,,Needham1897,,,^ʧʰ ɒ ɑ l$,default,choâl,1897
MuishaungModern-165_mod-1,,MuishaungModern,165_mod,ʨoɐl₁,ʨoɐl₁,tɕ o ɐ l ₁/³¹,,VanDam2025,,,^ʨ o ɐ l ₁$,default,jovlz,2024
MuishaungNeedham-166_mouth-1,,MuishaungNeedham,166_mouth,nyr,nyr,n y r,,Needham1897,,,^n y r$,default,nürr,1897
MuishaungModern-166_mouth-1,,MuishaungModern,166_mouth,nɨ₂,nɨ₂,n ɨ ₂/²³¹,,VanDam2025,,,^n ɨ ₂$,default,nuix,2024
MuishaungNeedham-167_mud-1,,MuishaungNeedham,167_mud,bɒk,bɒk,b ɒ k,,Needham1897,,,^b ɒ k$,default,bok,1897
MuishaungModern-167_mud-1,,MuishaungModern,167_mud,bok₄,bok₄,b o k ₄/⁵⁵,,VanDam2025,,,^b o k ₄$,default,bok,2024
MuishaungNeedham-168_nail-1,,MuishaungNeedham,168_nail,jɒk.tʰɪn,jɒk.tʰɪn,j ɒ k + tʰ ɪ n,,Needham1897,,,^j ɒ k . tʰ ɪ n$,default,yok´thin,1897
MuishaungModern-168_nail-1,,MuishaungModern,168_nail,ʒɐuk₄t̪ʰɨn₃,ʒɐuk₄t̪ʰɨn₃,ʒ ɐu k ₄/⁵⁵ + t̪ʰ ɨ n ₃/³³,,VanDam2025,,,^ʒ ɐu k ₄ t̪ʰ ɨ n ₃$,default,yvuk.httuinc,2024
MuishaungNeedham-169_name-1,,MuishaungNeedham,169_name,mɪŋ,mɪŋ,m ɪ ŋ,,Needham1897,,,^m ɪ ŋ$,default,ming,1897
MuishaungModern-169_name-1,,MuishaungModern,169_name,mɨŋ₃,mɨŋ₃,m ɨ ŋ ₃/³³,,VanDam2025,,,^m ɨ ŋ ₃$,default,muingc,2024
MuishaungNeedham-170_near-1,,MuishaungNeedham,170_near,ɑn.jɛk,ɑn.jɛk,ɑ n + j ɛ k,,Needham1897,,,^ɑ n . j ɛ k$,default,ân´yek,1897
MuishaungModern-170_near-1,,MuishaungModern,170_near,ə₀ɲek₄,ə₀ɲek₄,ə ₀/⁰ ɲ e k ₄/⁵⁵,,VanDam2025,,,^ə ₀ ɲ e k ₄$,default,v.nyek,2024
MuishaungNeedham-171_nest-1,,MuishaungNeedham,171_nest,wu.ʃʌn.ʧʰiʌ̃,wu.ʃʌn.ʧʰiʌ̃,w u + ʃ ʌ n + tʃʰ i ʌ̃,,Needham1897,,,^w u . ʃ ʌ n . ʧʰ i ʌ̃$,default,wûshanchîaṉ,1897
MuishaungModern-171_nest-1,,MuishaungModern,171_nest,βu₁ʃɔ₂ʨe₁,βu₁ʃɔ₂ʨe₁,β u ₁/³¹ + ʃ ɔ ₂/²³¹ + tɕ e ₁/³¹,,VanDam2025,,,^β u ₁ ʃ ɔ ₂ ʨ e ₁$,default,wuz.shawx.jez,2024
MuishaungNeedham-172_net-1,,MuishaungNeedham,172_net,ʧʰɑk,ʧʰɑk,tʃʰ ɑ k,,Needham1897,,,^ʧʰ ɑ k$,default,châk,1897
MuishaungModern-172_net-1,,MuishaungModern,172_net,ʨak₄,ʨak₄,tɕ a k ₄/⁵⁵,,VanDam2025,,,^ʨ a k ₄$,default,jak,2024
MuishaungNeedham-173_now-1,,MuishaungNeedham,173_now,mɑ.ʧʰu,mɑ.ʧʰu,m ɑ + tʃʰ u,,Needham1897,,,^m ɑ . ʧʰ u$,default,mâ´chû,1897
MuishaungModern-173_now-1,,MuishaungModern,173_now,mɐi₁ʨɨu₃,mɐi₁ʨɨu₃,m ɐ i ₁/³¹ + tɕ ɨu ₃/³³,,VanDam2025,,,^m ɐ i ₁ ʨ ɨu ₃$,default,mvyz.juiuc,2024
MuishaungNeedham-174_old-1,,MuishaungNeedham,174_old,ɑ.kiɒ̃,ɑ.kiɒ̃,ɑ + k i ɒ̃,,Needham1897,,,^ɑ . k i ɒ̃$,default,â-kîoṉ,1897
MuishaungModern-174_old-1,,MuishaungModern,174_old,ə₀ke₁,ə₀ke₁,ə ₀/⁰ k e ₁/³¹,,VanDam2025,,,^ə ₀ k e ₁$,default,v.kez,2024
MuishaungNeedham-175_oldman-1,,MuishaungNeedham,175_oldman,βi.kɑ̃.wɑ,βi.kɑ̃.wɑ,β i + k ɑ̃ + w ɑ,,Needham1897,,,^β i . k ɑ̃ . w ɑ$,default,vî-kâṉwâ,1897
MuishaungModern-175_oldman-1,,MuishaungModern,175_oldman,li₂kɔ₂ βa₁,li₂kɔ₂_βa₁,l i ₂/²³¹ + k ɔ ₂/²³¹ + β a ₁/³¹,,VanDam2025,,,^l i ₂ k ɔ ₂_ β a ₁$,default,lix.kawx waz,2024
MuishaungNeedham-176_oldwoman-1,,MuishaungNeedham,176_oldwoman,βi.kru,βi.kru,β i + k r u,,Needham1897,,,^β i . k r u$,default,vî´krû,1897
MuishaungModern-176_oldwoman-1,,MuishaungModern,176_oldwoman,βi₁kɨu₂ ɲɨu₁,βi₁kɨu₂_ɲɨu₁,β i ₁/³¹ + k ɨu ₂/²³¹ + ɲ ɨu ₁/³¹,,VanDam2025,,,^β i ₁ k ɨu ₂_ ɲ ɨu ₁$,default,wiz.kuiux nyuiuz,2024
MuishaungNeedham-177_petticoat-1,,MuishaungNeedham,177_petticoat,ni.sɑ,ni.sɑ,n i + s ɑ,,Needham1897,,,^n i . s ɑ$,default,nî´sâ,1897
MuishaungModern-177_petticoat-1,,MuishaungModern,177_petticoat,n̪ɨiʔ₄sa₁,n̪ɨiʔ₄sa₁,n̪ ɨi ʔ ₄/⁵⁵ + s a ₁/³¹,,VanDam2025,,,^n̪ ɨi ʔ ₄ s a ₁$,default,nhuiyq.saz,2024
MuishaungNeedham-178_womanschudder-1,,MuishaungNeedham,178_womanschudder,kʰɒi̯.pɑ̃,kʰɒi̯.pɑ̃,kʰ ɒi̯ + p ɑ̃,,Needham1897,,,^kʰ ɒi̯ . p ɑ̃$,default,khaipâṉ,1897
MuishaungModern-178_womanschudder-1,,MuishaungModern,178_womanschudder,kʰɐi₁par₂,kʰɐi₁par₂,kʰ ɐ i ₁/³¹ + p a r ₂/²³¹,,VanDam2025,,,^kʰ ɐ i ₁ p a r ₂$,default,khvyz.parx,2024
MuishaungNeedham-179_pig-1,,MuishaungNeedham,179_pig,βʌk,βʌk,β ʌ k,,Needham1897,,,^β ʌ k$,default,vak,1897
MuishaungModern-179_pig-1,,MuishaungModern,179_pig,βɐuk₄,βɐuk₄,β ɐu k ₄/⁵⁵,,VanDam2025,,,^β ɐu k ₄$,default,wvuk,2024
MuishaungNeedham-180_pipe-1,,MuishaungNeedham,180_pipe,jɑ.tɪk,jɑ.tɪk,j ɑ + t ɪ k,,Needham1897,,,^j ɑ . t ɪ k$,default,yâ´tik,1897
MuishaungModern-180_pipe-1,,MuishaungModern,180_pipe,ɲa₃tɨk₄,ɲa₃tɨk₄,ɲ a ₃/³³ + t ɨ k ₄/⁵⁵,,VanDam2025,,,^ɲ a ₃ t ɨ k ₄$,default,nyac.tuik,2024
MuishaungNeedham-181_placeorputv-1,,MuishaungNeedham,181_placeorputv,tɑ,tɑ,t ɑ,,Needham1897,,,^t ɑ$,default,tâ,1897
MuishaungModern-181_placeorputv-1,,MuishaungModern,181_placeorputv,taʔ₄,taʔ₄,t a ʔ ₄/⁵⁵,,VanDam2025,,,^t a ʔ ₄$,default,taq,2024
MuishaungNeedham-182_poison-1,,MuishaungNeedham,182_poison,lʌ.pu,lʌ.pu,l ʌ + p u,,Needham1897,,,^l ʌ . p u$,default,la´pû,1897
MuishaungModern-182_poison-1,,MuishaungModern,182_poison,lə₀pu₁,lə₀pu₁,l ə ₀/⁰ p u ₁/³¹,,VanDam2025,,,^l ə ₀ p u ₁$,default,lvpuz,2024
MuishaungNeedham-183_post-1,,MuishaungNeedham,183_post,tʰuŋ,tʰuŋ,tʰ u ŋ,,Needham1897,,,^tʰ u ŋ$,default,thung,1897
MuishaungModern-183_post-1,,MuishaungModern,183_post,tʰuŋ₁,tʰuŋ₁,tʰ u ŋ ₁/³¹,,VanDam2025,,,^tʰ u ŋ ₁$,default,thungz,2024
MuishaungNeedham-184_plantain-1,,MuishaungNeedham,184_plantain,jɑm.̃gɑ,jɑ̃m.ga,j ɑ̃ m + g a,,Needham1897,,,^j ɑ̃ m . g a $,default,yâm ṉgâ,1897
MuishaungModern-184_plantain-1,,MuishaungModern,184_plantain,ɲap₄ŋak₄,ɲap₄ŋak₄,ɲ a p ₄/⁵⁵ + ŋ a k ₄/⁵⁵,,VanDam2025,,,^ɲ a p ₄ ŋ a k ₄$,default,nyapngak,2024
MuishaungNeedham-185_rice-1,,MuishaungNeedham,185_rice,βuŋ,βuŋ,β u ŋ,,Needham1897,,,^β u ŋ$,default,vûng,1897
MuishaungModern-185_rice-1,,MuishaungModern,185_rice,βuŋ₂,βuŋ₂,β u ŋ ₂/²³¹,,VanDam2025,,,^β u ŋ ₂$,default,wungx,2024
MuishaungNeedham-186_cookedrice-1,,MuishaungNeedham,186_cookedrice,duŋ,duŋ,d u ŋ,,Needham1897,,,^d u ŋ$,default,dûng,1897
MuishaungModern-186_cookedrice-1,,MuishaungModern,186_cookedrice,duŋ₃,duŋ₃,d u ŋ ₃/³³,,VanDam2025,,,^d u ŋ ₃$,default,dungc,2024
MuishaungNeedham-187_rain-1,,MuishaungNeedham,187_rain,rʌŋ,rʌŋ,r ʌ ŋ,,Needham1897,,,^r ʌ ŋ$,default,rang,1897
MuishaungModern-187_rain-1,,MuishaungModern,187_rain,rɐuŋ₂ʒun₃,rɐuŋ₂ʒun₃,r ɐu ŋ ₂/²³¹ + ʒ u n ₃/³³,,VanDam2025,,,^r ɐu ŋ ₂ ʒ u n ₃$,default,rvungx.yunc,2024
MuishaungNeedham-188_red-1,,MuishaungNeedham,188_red,kɒi̯.ʃɑn,kɒi̯.ʃɑn,k ɒi̯ + ʃ ɑ n,,Needham1897,,,^k ɒi̯ . ʃ ɑ n$,default,kaishân,1897
MuishaungModern-188_red-1,,MuishaungModern,188_red,ʃɔ₂,ʃɔ₂,ʃ ɔ ₂/²³¹,,VanDam2025,,,^ʃ ɔ ₂$,default,v.shawx,2024
MuishaungNeedham-189_ring-1,,MuishaungNeedham,189_ring,jɒk.tu.ɒp,jɒk.tu.ɒp,j ɒ k + t u + ɒ p,,Needham1897,,,^j ɒ k . t u . ɒ p$,default,yoktû´op,1897
MuishaungModern-189_ring-1,,MuishaungModern,189_ring,ʒɐuk₄top₄,ʒɐuk₄top₄,ʒ ɐu k ₄/⁵⁵ + t o p ₄/⁵⁵,,VanDam2025,,,^ʒ ɐu k ₄ t o p ₄$,default,yvuk.top,2024
MuishaungNeedham-190_ripe-1,,MuishaungNeedham,190_ripe,ɑ.muɪn,ɑ.muɪn,ɑ + m u ɪ n,,Needham1897,,,^ɑ . m u ɪ n$,default,â´muin,1897
MuishaungModern-190_ripe-1,,MuishaungModern,190_ripe,mɨn₂,mɨn₂,m ɨ n ₂/²³¹,,VanDam2025,,,^m ɨ n ₂$,default,muinx,2024
MuishaungNeedham-191_riveralsowater-1,,MuishaungNeedham,191_riveralsowater,jɛŋ,jɛŋ,j ɛ ŋ,,Needham1897,,,^j ɛ ŋ$,default,yeng,1897
MuishaungModern-191_riveralsowater-1,,MuishaungModern,191_riveralsowater,ʒɨ₂,ʒɨ₂,ʒ ɨ ₂/²³¹,,VanDam2025,,,^ʒ ɨ ₂$,default,yuix,2024
MuishaungNeedham-192_road-1,,MuishaungNeedham,192_road,lʌm,lʌm,l ʌ m,,Needham1897,,,^l ʌ m$,default,lam,1897
MuishaungModern-192_road-1,,MuishaungModern,192_road,lɐm₂,lɐm₂,l ɐ m ₂/²³¹,,VanDam2025,,,^l ɐ m ₂$,default,lvmx,2024
MuishaungNeedham-193_roofofhouse-1,,MuishaungNeedham,193_roofofhouse,"ʃɪp, ʃyp",ʃɪp,ʃ ɪ p,,Needham1897,,,^ʃ ɪ p$,default,"ship, shüp",1897
MuishaungNeedham-193_roofofhouse-2,,MuishaungNeedham,193_roofofhouse,"ʃɪp, ʃyp",ʃyp,ʃ y p,,Needham1897,,,^ʃ y p$,default,"ship, shüp",1897
MuishaungModern-193_roofofhouse-1,,MuishaungModern,193_roofofhouse,ʃɨp₄,ʃɨp₄,ʃ ɨ p ₄/⁵⁵,,VanDam2025,,,^ʃ ɨ p ₄$,default,shuip,2024
MuishaungNeedham-194_run-1,,MuishaungNeedham,194_run,ju,ju,j u,,Needham1897,,,^j u$,default,yû,1897
MuishaungModern-194_run-1,,MuishaungModern,194_run,ʒu₁,ʒu₁,ʒ u ₁/³¹,,VanDam2025,,,^ʒ u ₁$,default,yuz,2024
MuishaungNeedham-195_salt-1,,MuishaungNeedham,195_salt,ʃum,ʃum,ʃ u m,,Needham1897,,,^ʃ u m$,default,shûm,1897
MuishaungModern-195_salt-1,,MuishaungModern,195_salt,ʃum₁,ʃum₁,ʃ u m ₁/³¹,,VanDam2025,,,^ʃ u m ₁$,default,shumz,2024
MuishaungNeedham-196_sand-1,,MuishaungNeedham,196_sand,pʰɑ̃,pʰɑ̃,pʰ ɑ̃,,Needham1897,,,^pʰ ɑ̃$,default,phâṉ,1897
MuishaungModern-196_sand-1,,MuishaungModern,196_sand,pʰɔ₂,pʰɔ₂,pʰ ɔ ₂/²³¹,,VanDam2025,,,^pʰ ɔ ₂$,default,phawx,2024
MuishaungNeedham-197_seev-1,,MuishaungNeedham,197_seev,kʰi,kʰi,kʰ i,,Needham1897,,,^kʰ i$,default,khî,1897
MuishaungModern-197_seev-1,,MuishaungModern,197_seev,kʰi₁ / kʰi₃,kʰi₁,kʰ i ₁/³¹,,VanDam2025,,,^kʰ i ₁$,default,khiz,2024
MuishaungModern-197_seev-2,,MuishaungModern,197_seev,kʰi₁ / kʰi₃,kʰi₃,kʰ i ₃/³³,,VanDam2025,,,^kʰ i ₃$,default,khiz,2024
MuishaungNeedham-198_seekv-1,,MuishaungNeedham,198_seekv,tʰi,tʰi,tʰ i,,Needham1897,,,^tʰ i$,default,thî,1897
MuishaungModern-198_seekv-1,,MuishaungModern,198_seekv,t̪ɨi₂,t̪ɨi₂,t̪ ɨi ₂/²³¹,,VanDam2025,,,^t̪ ɨi ₂$,default,thuiyx,2024
MuishaungNeedham-199_seizev-1,,MuishaungNeedham,199_seizev,lu,lu,l u,,Needham1897,,,^l u$,default,lû,1897
MuishaungModern-199_seizev-1,,MuishaungModern,199_seizev,lu₁,lu₁,l u ₁/³¹,,VanDam2025,,,^l u ₁$,default,luz,2024
MuishaungNeedham-200_sellv-1,,MuishaungNeedham,200_sellv,ʃɒŋ,ʃɒŋ,ʃ ɒ ŋ,,Needham1897,,,^ʃ ɒ ŋ$,default,shong,1897
MuishaungModern-200_sellv-1,,MuishaungModern,200_sellv,ʃɐuŋ₁,ʃɐuŋ₁,ʃ ɐu ŋ ₁/³¹,,VanDam2025,,,^ʃ ɐu ŋ ₁$,default,shvungz,2024
MuishaungNeedham-201_sendv-1,,MuishaungNeedham,201_sendv,tɑr,tɑr,t ɑ r,,Needham1897,,,^t ɑ r$,default,târ,1897
MuishaungModern-201_sendv-1,,MuishaungModern,201_sendv,tə₀ɣur₂,tə₀ɣur₂,t ə ₀/⁰ ɣ u r ₂/²³¹,,VanDam2025,,,^t ə ₀ ɣ u r ₂$,default,tvghurx,2024
MuishaungNeedham-202_sharp-1,,MuishaungNeedham,202_sharp,ɑ.tʰi,ɑ.tʰi,ɑ + tʰ i,,Needham1897,,,^ɑ . tʰ i$,default,â´thî,1897
MuishaungModern-202_sharp-1,,MuishaungModern,202_sharp,ə₀t̪ʰɨi₂,ə₀t̪ʰɨi₂,ə ₀/⁰ t̪ʰ ɨi ₂/²³¹,,VanDam2025,,,^ə ₀ t̪ʰ ɨi ₂$,default,v.httuiyx,2024
MuishaungNeedham-203_shootv-1,,MuishaungNeedham,203_shootv,gɑp,gɑp,g ɑ p,,Needham1897,,,^g ɑ p$,default,gâp,1897
MuishaungModern-203_shootv-1,,MuishaungModern,203_shootv,ɣap₄,ɣap₄,ɣ a p ₄/⁵⁵,,VanDam2025,,,^ɣ a p ₄$,default,ghap,2024
MuishaungNeedham-204_similaralike-1,,MuishaungNeedham,204_similaralike,"ɑ.dʌm, dʌm",ɑ.dʌm,ɑ + d ʌ m,,Needham1897,,,^ɑ . d ʌ m$,default,"âdam, dam",1897
MuishaungNeedham-204_similaralike-2,,MuishaungNeedham,204_similaralike,"ɑ.dʌm, dʌm",dʌm,d ʌ m,,Needham1897,,,^d ʌ m$,default,"âdam, dam",1897
MuishaungModern-204_similaralike-1,,MuishaungModern,204_similaralike,"ə₀dɐm₁, dɐm₁",ə₀dɐm₁,ə ₀/⁰ d ɐ m ₁/³¹,,VanDam2025,,,^ə ₀ d ɐ m ₁$,default,"v.dvmz., dvmz",2024
MuishaungModern-204_similaralike-2,,MuishaungModern,204_similaralike,"ə₀dɐm₁, dɐm₁",dɐm₁,d ɐ m ₁/³¹,,VanDam2025,,,^d ɐ m ₁$,default,"v.dvmz., dvmz",2024
MuishaungNeedham-205_singv-1,,MuishaungNeedham,205_singv,ɑ.ʃɪr,ɑ.ʃɪr,ɑ + ʃ ɪ r,,Needham1897,,,^ɑ . ʃ ɪ r$,default,â´shir,1897
MuishaungModern-205_singv-1,,MuishaungModern,205_singv,ʃi₃ (song),ʃi₃_,ʃ i ₃/³³,,VanDam2025,,,^ʃ i ₃_$,default,shic,2024
