ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Orthographic_Entry,Attestation
MuishaungModern-9_aunt-1,,MuishaungModern,9_aunt,i₁sɨi₁,i₁sɨi₁,i ₁/³¹ + s ɨi ₁/³¹,,VanDam2025,,,^i ₁ s ɨi ₁$,default,iz.suiyz,2024
MuishaungNeedham-10_axe-1,,MuishaungNeedham,10_axe,mʌŋ.ki,mʌŋ.ki,m ʌ ŋ + k i,,Needham1897,,,^m ʌ ŋ . k i$,default,mang´kî,1897
MuishaungModern-10_axe-1,,MuishaungModern,10_axe,mɨŋ₂ ki₂,mɨŋ₂_ki₂,m ɨ ŋ ₂/²³¹ + k i ₂/²³¹,,VanDam2025,,,^m ɨ ŋ ₂_ k i ₂$,default,muingx.kix,2024
MuishaungNeedham-11_bad-1,,MuishaungNeedham,11_bad,ɑ.bɑ,ɑ.bɑ,ɑ + b ɑ,,Needham1897,,,^ɑ . b ɑ$,default,â´bâ,1897
MuishaungModern-11_bad-1,,MuishaungModern,11_bad,ə₀ba₃,ə₀ba₃,ə ₀/⁰ b a ₃/³³,,VanDam2025,,,^ə ₀ b a ₃$,default,v.bac,2024
MuishaungNeedham-12_bag-1,,MuishaungNeedham,12_bag,jɑ.kʰɑk,jɑ.kʰɑk,j ɑ + kʰ ɑ k,,Needham1897,,,^j ɑ . kʰ ɑ k$,default,yâ´khâk,1897
MuishaungModern-12_bag-1,,MuishaungModern,12_bag,ɲa₃kʰak₄,ɲa₃kʰak₄,ɲ a ₃/³³ + kʰ a k ₄/⁵⁵,,VanDam2025,,,^ɲ a ₃ kʰ a k ₄$,default,nyac.khak,2024
MuishaungNeedham-13_bamboo-1,,MuishaungNeedham,13_bamboo,wɑ̃,wɑ̃,w ɑ̃,,Needham1897,,,^w ɑ̃$,default,wâṉ,1897
MuishaungModern-13_bamboo-1,,MuishaungModern,13_bamboo,βɔ₂,βɔ₂,β ɔ ₂/²³¹,,VanDam2025,,,^β ɔ ₂$,default,wawx,2024
MuishaungNeedham-14_basketmans-1,,MuishaungNeedham,14_basketmans,pʰɑŋ.pʰɒi̯,pʰɑŋ.pʰɒi̯,pʰ ɑ ŋ + pʰ ɒi̯,,Needham1897,,,^pʰ ɑ ŋ . pʰ ɒi̯ $,default,phâng´phai,1897
MuishaungModern-14_basketmans-1,,MuishaungModern,14_basketmans,pʰaŋ₂pʰɐi₃,pʰaŋ₂pʰɐi₃,pʰ a ŋ ₂/²³¹ + pʰ ɐ i ₃/³³,,VanDam2025,,,^pʰ a ŋ ₂ pʰ ɐ i ₃$,default,phangx.phvyc,2024
MuishaungNeedham-15_basketwomans-1,,MuishaungNeedham,15_basketwomans,kʰẽ,kʰẽ,kʰ ẽ,,Needham1897,,,^kʰ ẽ$,default,khêṉ,1897
MuishaungModern-15_basketwomans-1,,MuishaungModern,15_basketwomans,kʰe₃,kʰe₃,kʰ e ₃/³³,,VanDam2025,,,^kʰ e ₃$,default,khec,2024
MuishaungNeedham-16_basketsmallflat-1,,MuishaungNeedham,16_basketsmallflat,pʰe,pʰe,pʰ e,,Needham1897,,,^pʰ e$,default,phê,1897
MuishaungModern-16_basketsmallflat-1,,MuishaungModern,16_basketsmallflat,pʰe₃,pʰe₃,pʰ e ₃/³³,,VanDam2025,,,^pʰ e ₃$,default,phec,2024
MuishaungNeedham-17_bead-1,,MuishaungNeedham,17_bead,lɪk.sɑ,lɪk.sɑ,l ɪ k + s ɑ,,Needham1897,,,^l ɪ k . s ɑ$,default,lik´sâ,1897
MuishaungModern-17_bead-1,,MuishaungModern,17_bead,lɨk₄t̪ɨi₁,lɨk₄t̪ɨi₁,l ɨ k ₄/⁵⁵ + t̪ ɨi ₁/³¹,,VanDam2025,,,^l ɨ k ₄ t̪ ɨi ₁$,default,luik.thuiyz,2024
MuishaungNeedham-18_bear-1,,MuishaungNeedham,18_bear,ʧʰʌ.bɑ,ʧʰʌ.bɑ,tʃʰ ʌ + b ɑ,,Needham1897,,,^ʧʰ ʌ . b ɑ$,default,cha´bâ,1897
MuishaungModern-18_bear-1,,MuishaungModern,18_bear,ʨɐp₄bɔ₂,ʨɐp₄bɔ₂,tɕ ɐ p ₄/⁵⁵ + b ɔ ₂/²³¹,,VanDam2025,,,^ʨ ɐ p ₄ b ɔ ₂$,default,jvp.bawx,2024
MuishaungNeedham-19_bee-1,,MuishaungNeedham,19_bee,jɑ̃,jɑ̃,j ɑ̃,,Needham1897,,,^j ɑ̃$,default,yâṉ,1897
MuishaungModern-19_bee-1,,MuishaungModern,19_bee,ɲaʔ₄,ɲaʔ₄,ɲ a ʔ ₄/⁵⁵,,VanDam2025,,,^ɲ a ʔ ₄$,default,nyaq,2024
MuishaungNeedham-20_belly-1,,MuishaungNeedham,20_belly,βʌk,βʌk,β ʌ k,,Needham1897,,,^β ʌ k$,default,vak,1897
MuishaungModern-20_belly-1,,MuishaungModern,20_belly,βuk₄,βuk₄,β u k ₄/⁵⁵,,VanDam2025,,,^β u k ₄$,default,wuk,2024
MuishaungNeedham-21_bird-1,,MuishaungNeedham,21_bird,βu,βu,β u,,Needham1897,,,^β u$,default,vû,1897
MuishaungModern-21_bird-1,,MuishaungModern,21_bird,βu₁,βu₁,β u ₁/³¹,,VanDam2025,,,^β u ₁$,default,wuz,2024
MuishaungNeedham-22_black-1,,MuishaungNeedham,22_black,ɑn.jʌk,ɑn.jʌk,ɑ n + j ʌ k,,Needham1897,,,^ɑ n . j ʌ k$,default,ân´yak,1897
MuishaungModern-22_black-1,,MuishaungModern,22_black,ə₀ɲɐuk₄,ə₀ɲɐuk₄,ə ₀/⁰ ɲ ɐu k ₄/⁵⁵,,VanDam2025,,,^ə ₀ ɲ ɐu k ₄$,default,v.nyvuk,2024
MuishaungNeedham-23_bitev-1,,MuishaungNeedham,23_bitev,kɒk,kɒk,k ɒ k,,Needham1897,,,^k ɒ k$,default,kok,1897
MuishaungModern-23_bitev-1,,MuishaungModern,23_bitev,kɐuk₄,kɐuk₄,k ɐu k ₄/⁵⁵,,VanDam2025,,,^k ɐu k ₄$,default,kvuk,2024
MuishaungNeedham-24_bitter-1,,MuishaungNeedham,24_bitter,ɑ.krɪp,ɑ.krɪp,ɑ + k r ɪ p,,Needham1897,,,^ɑ . k r ɪ p$,default,â´krip,1897
MuishaungModern-24_bitter-1,,MuishaungModern,24_bitter,ə₀kʰɨp₄,ə₀kʰɨp₄,ə ₀/⁰ kʰ ɨ p ₄/⁵⁵,,VanDam2025,,,^ə ₀ kʰ ɨ p ₄$,default,v.khuip,2024
MuishaungNeedham-25_blood-1,,MuishaungNeedham,25_blood,tʌ.grɪ,tʌ.grɪ,t ʌ + g r ɪ,,Needham1897,,,^t ʌ . g r ɪ$,default,ta´gri,1897
MuishaungModern-25_blood-1,,MuishaungModern,25_blood,tə₀ɣɨi₁,tə₀ɣɨi₁,t ə ₀/⁰ ɣ ɨi ₁/³¹,,VanDam2025,,,^t ə ₀ ɣ ɨi ₁$,default,tv.ghuiyz,2024
MuishaungNeedham-26_bone-1,,MuishaungNeedham,26_bone,ɑ.rɑ̃,ɑ.rɑ̃,ɑ + r ɑ̃,,Needham1897,,,^ɑ . r ɑ̃$,default,â´râṉ,1897
MuishaungModern-26_bone-1,,MuishaungModern,26_bone,ə₀rɔ₁,ə₀rɔ₁,ə ₀/⁰ r ɔ ₁/³¹,,VanDam2025,,,^ə ₀ r ɔ ₁$,default,v.rawz,2024
MuishaungNeedham-27_bow-1,,MuishaungNeedham,27_bow,lɑˀ,lɑˀ,l ɑˀ,,Needham1897,,,^l ɑˀ$,default,lâ,1897
MuishaungModern-27_bow-1,,MuishaungModern,27_bow,[ka₁li₃]laʔ₄,[ka₁li₃]laʔ₄,k a ₁ + l i ₃ + l a ʔ ₄,,VanDam2025,,,^[ka₁li₃]laʔ₄ $,default,[kaz.lic.]laq,2024
MuishaungNeedham-28_bough-1,,MuishaungNeedham,28_bough,pul.pʰɑk,pul.pʰɑk,p u l + pʰ ɑ k,,Needham1897,,,^p u l . pʰ ɑ k$,default,pûlphâk,1897
MuishaungModern-28_bough-1,,MuishaungModern,28_bough,pul₂pʰak₄,pul₂pʰak₄,p u l ₂/²³¹ + pʰ a k ₄/⁵⁵,,VanDam2025,,,^p u l ₂ pʰ a k ₄$,default,pulx.phak,2024
MuishaungNeedham-29_bracelet-1,,MuishaungNeedham,29_bracelet,jɒk.sɑn,jɒk.sɑn,j ɒ k + s ɑ n,,Needham1897,,,^j ɒ k . s ɑ n$,default,yok´sân,1897
MuishaungModern-29_bracelet-1,,MuishaungModern,29_bracelet,ʒɐuk₄san₂,ʒɐuk₄san₂,ʒ ɐu k ₄/⁵⁵ + s a n ₂/²³¹,,VanDam2025,,,^ʒ ɐu k ₄ s a n ₂$,default,yvuk.sanx,2024
MuishaungNeedham-30_bridge-1,,MuishaungNeedham,30_bridge,hi,hi,h i,,Needham1897,,,^h i$,default,hî,1897
MuishaungModern-30_bridge-1,,MuishaungModern,30_bridge,hi₂,hi₂,h i ₂/²³¹,,VanDam2025,,,^h i ₂$,default,hix,2024
MuishaungNeedham-31_brotherelder-1,,MuishaungNeedham,31_brotherelder,i.pʰu,i.pʰu,i + pʰ u,,Needham1897,,,^i . pʰ u$,default,î´phû,1897
MuishaungModern-31_brotherelder-1,,MuishaungModern,31_brotherelder,ə₀pʰu₁,ə₀pʰu₁,ə ₀/⁰ pʰ u ₁/³¹,,VanDam2025,,,^ə ₀ pʰ u ₁$,default,v.phuz,2024
MuishaungNeedham-32_brotheryounger-1,,MuishaungNeedham,32_brotheryounger,i.no,i.no,i + n o,,Needham1897,,,^i . n o$,default,î´nô,1897
MuishaungModern-32_brotheryounger-1,,MuishaungModern,32_brotheryounger,ə₀no₂,ə₀no₂,ə ₀/⁰ n o ₂/²³¹,,VanDam2025,,,^ə ₀ n o ₂$,default,v.nox,2024
MuishaungNeedham-33_buffalo-1,,MuishaungNeedham,33_buffalo,ŋɑ,ŋɑ,ŋ ɑ,,Needham1897,,,^ŋ ɑ$,default,ngâ,1897
MuishaungModern-33_buffalo-1,,MuishaungModern,33_buffalo,ŋa₃,ŋa₃,ŋ a ₃/³³,,VanDam2025,,,^ŋ a ₃$,default,ngac,2024
MuishaungNeedham-34_bullet-1,,MuishaungNeedham,34_bullet,ʧʰun.di,ʧʰun.di,tʃʰ u n + d i,,Needham1897,,,^ʧʰ u n . d i$,default,chûn´dî,1897
MuishaungModern-34_bullet-1,,MuishaungModern,34_bullet,ʨun₂t̪ɨi₁,ʨun₂t̪ɨi₁,tɕ u n ₂/²³¹ + t̪ ɨi ₁/³¹,,VanDam2025,,,^ʨ u n ₂ t̪ ɨi ₁$,default,junx.thuiyz,2024
MuishaungNeedham-35_buryv-1,,MuishaungNeedham,35_buryv,lip,lip,l i p,,Needham1897,,,^l i p$,default,lîp,1897
MuishaungModern-35_buryv-1,,MuishaungModern,35_buryv,lɨp₄,lɨp₄,l ɨ p ₄/⁵⁵,,VanDam2025,,,^l ɨ p ₄$,default,luip,2024
MuishaungNeedham-36_buyv-1,,MuishaungNeedham,36_buyv,ri,ri,r i,,Needham1897,,,^r i$,default,rî,1897
MuishaungModern-36_buyv-1,,MuishaungModern,36_buyv,"rɨi₂, ə₀re₁",rɨi₂,r ɨi ₂/²³¹,,VanDam2025,,,^r ɨi ₂$,default,"ruiyx., vrez",2024
MuishaungModern-36_buyv-2,,MuishaungModern,36_buyv,"rɨi₂, ə₀re₁",ə₀re₁,ə ₀/⁰ r e ₁/³¹,,VanDam2025,,,^ə ₀ r e ₁$,default,"ruiyx., vrez",2024
MuishaungNeedham-37_calfofleg-1,,MuishaungNeedham,37_calfofleg,jʌ.βuɪn,jʌ.βuɪn,j ʌ + β u ɪ n,,Needham1897,,,^j ʌ . β u ɪ n$,default,yavuin,1897
MuishaungModern-37_calfofleg-1,,MuishaungModern,37_calfofleg,ʒa₁βɤn₃,ʒa₁βɤn₃,ʒ a ₁/³¹ + β ɤ n ₃/³³,,VanDam2025,,,^ʒ a ₁ β ɤ n ₃$,default,yaz.wuenc,2024
MuishaungNeedham-38_callv-1,,MuishaungNeedham,38_callv,kʌ.ʧʰɑ,kʌ.ʧʰɑ,k ʌ + tʃʰ ɑ,,Needham1897,,,^k ʌ . ʧʰ ɑ$,default,ka´châ,1897
MuishaungModern-38_callv-1,,MuishaungModern,38_callv,kə₀ʨa₁,kə₀ʨa₁,k ə ₀/⁰ tɕ a ₁/³¹,,VanDam2025,,,^k ə ₀ ʨ a ₁$,default,kv.jaz,2024
MuishaungNeedham-39_canesmallkind-1,,MuishaungNeedham,39_canesmallkind,ri,ri,r i,,Needham1897,,,^r i$,default,rî,1897
MuishaungModern-39_canesmallkind-1,,MuishaungModern,39_canesmallkind,rɨi₂,rɨi₂,r ɨi ₂/²³¹,,VanDam2025,,,^r ɨi ₂$,default,ruiyx,2024
MuishaungNeedham-40_canelargekind-1,,MuishaungNeedham,40_canelargekind,hɛt,hɛt,h ɛ t,,Needham1897,,,^h ɛ t$,default,het,1897
MuishaungModern-40_canelargekind-1,,MuishaungModern,40_canelargekind,het₄,het₄,h e t ₄/⁵⁵,,VanDam2025,,,^h e t ₄$,default,het,2024
MuishaungNeedham-41_catchholdofv-1,,MuishaungNeedham,41_catchholdofv,lu,lu,l u,,Needham1897,,,^l u$,default,lû,1897
MuishaungModern-41_catchholdofv-1,,MuishaungModern,41_catchholdofv,lu₁,lu₁,l u ₁/³¹,,VanDam2025,,,^l u ₁$,default,luz,2024
MuishaungNeedham-42_caoutchouc-1,,MuishaungNeedham,42_caoutchouc,ni.tyr,ni.tyr,n i + t y r,,Needham1897,,,^n i . t y r$,default,nî´türr,1897
MuishaungModern-42_caoutchouc-1,,MuishaungModern,42_caoutchouc,nɨi₂tɨr₂,nɨi₂tɨr₂,n ɨi ₂/²³¹ + t ɨ r ₂/²³¹,,VanDam2025,,,^n ɨi ₂ t ɨ r ₂$,default,nuiyx.tuirx,2024
MuishaungNeedham-43_childabletowalk-1,,MuishaungNeedham,43_childabletowalk,no.jɑ̃,no.jɑ̃,n o + j ɑ̃,,Needham1897,,,^n o . j ɑ̃$,default,nô´yâṉ,1897
MuishaungModern-43_childabletowalk-1,,MuishaungModern,43_childabletowalk,no₂ ʒɔ₂,no₂_ʒɔ₂,n o ₂/²³¹ + ʒ ɔ ₂/²³¹,,VanDam2025,,,^n o ₂_ ʒ ɔ ₂$,default,nox yawx,2024
MuishaungNeedham-44_childbaby-1,,MuishaungNeedham,44_childbaby,no.ʃɑ̃,no.ʃɑ̃,n o + ʃ ɑ̃,,Needham1897,,,^n o . ʃ ɑ̃$,default,nô´shâṉ,1897
MuishaungModern-44_childbaby-1,,MuishaungModern,44_childbaby,no₂ ʃɔ₂,no₂_ʃɔ₂,n o ₂/²³¹ + ʃ ɔ ₂/²³¹,,VanDam2025,,,^n o ₂_ ʃ ɔ ₂$,default,nox shawx,2024
MuishaungNeedham-45_chillic-1,,MuishaungNeedham,45_chillic,mʌ.kɑt,mʌ.kɑt,m ʌ + k ɑ t,,Needham1897,,,^m ʌ . k ɑ t$,default,ma´kât,1897
MuishaungModern-45_chillic-1,,MuishaungModern,45_chillic,mɨt₄kat₄,mɨt₄kat₄,m ɨ t ₄/⁵⁵ + k a t ₄/⁵⁵,,VanDam2025,,,^m ɨ t ₄ k a t ₄$,default,muit.kat,2024
MuishaungNeedham-46_claw-1,,MuishaungNeedham,46_claw,jɒk.tʰɪn,jɒk.tʰɪn,j ɒ k + tʰ ɪ n,,Needham1897,,,^j ɒ k . tʰ ɪ n$,default,yok´thin,1897
MuishaungModern-46_claw-1,,MuishaungModern,46_claw,ʒɐuk₄t̪ʰɨn₃,ʒɐuk₄t̪ʰɨn₃,ʒ ɐu k ₄/⁵⁵ + t̪ʰ ɨ n ₃/³³,,VanDam2025,,,^ʒ ɐu k ₄ t̪ʰ ɨ n ₃$,default,yvuk.httuinx,2024
MuishaungNeedham-47_climbv-1,,MuishaungNeedham,47_climbv,dy,dy,d y,,Needham1897,,,^d y$,default,dü,1897
MuishaungModern-47_climbv-1,,MuishaungModern,47_climbv,dɨ₁,dɨ₁,d ɨ ₁/³¹,,VanDam2025,,,^d ɨ ₁$,default,duiz,2024
MuishaungNeedham-48_clothchudder-1,,MuishaungNeedham,48_clothchudder,kʰɒi̯.tʰum,kʰɒi̯.tʰum,kʰ ɒi̯ + tʰ u m,,Needham1897,,,^kʰ ɒi̯ . tʰ u m$,default,khaithûm,1897
MuishaungModern-48_clothchudder-1,,MuishaungModern,48_clothchudder,kʰɐi₁tʰum₃,kʰɐi₁tʰum₃,kʰ ɐ i ₁/³¹ + tʰ u m ₃/³³,,VanDam2025,,,^kʰ ɐ i ₁ tʰ u m ₃$,default,khvyz.htumc,2024
MuishaungNeedham-49_cloud-1,,MuishaungNeedham,49_cloud,roŋ,roŋ,r o ŋ,,Needham1897,,,^r o ŋ$,default,rông,1897
MuishaungNeedham-50_cold-1,,MuishaungNeedham,50_cold,rɒŋ.ʃuŋ,rɒŋ.ʃuŋ,r ɒ ŋ + ʃ u ŋ,,Needham1897,,,^r ɒ ŋ . ʃ u ŋ$,default,rong´shûng,1897
MuishaungModern-50_cold-1,,MuishaungModern,50_cold,rɐuŋ₂suŋ₃,rɐuŋ₂suŋ₃,r ɐu ŋ ₂/²³¹ + s u ŋ ₃/³³,,VanDam2025,,,^r ɐu ŋ ₂ s u ŋ ₃$,default,rvungx.sungc,2024
MuishaungNeedham-51_comb-1,,MuishaungNeedham,51_comb,ʧʰu,ʧʰu,tʃʰ u,,Needham1897,,,^ʧʰ u$,default,chû,1897
MuishaungModern-51_comb-1,,MuishaungModern,51_comb,ʦu₁,ʦu₁,ts u ₁/³¹,,VanDam2025,,,^ʦ u ₁$,default,tsuz,2024
MuishaungNeedham-52_comev-1,,MuishaungNeedham,52_comev,kɑ.lo,kɑ.lo,k ɑ + l o,,Needham1897,,,^k ɑ . l o$,default,kâ´lô,1897
MuishaungModern-52_comev-1,,MuishaungModern,52_comev,ka₁loʔ₄,ka₁loʔ₄,k a ₁/³¹ + l o ʔ ₄/⁵⁵,,VanDam2025,,,^k a ₁ l o ʔ ₄$,default,kaz.loq,2024
MuishaungNeedham-53_corpse-1,,MuishaungNeedham,53_corpse,mi.ti.kɑ,mi.ti.kɑ,m i + t i + k ɑ,,Needham1897,,,^m i . t i . k ɑ$,default,mî-tî´kâ,1897
MuishaungModern-53_corpse-1,,MuishaungModern,53_corpse,miʔ₄ t̪ɨi₃ ka₁,miʔ₄_t̪ɨi₃_ka₁,m i ʔ ₄/⁵⁵ + t̪ ɨi ₃/³³ + k a ₁/³¹,,VanDam2025,,,^m i ʔ ₄_ t̪ ɨi ₃_ k a ₁$,default,miq thuiyc kaz,2024
MuishaungNeedham-54_cookingpot-1,,MuishaungNeedham,54_cookingpot,tɪk,tɪk,t ɪ k,,Needham1897,,,^t ɪ k$,default,tik,1897
MuishaungModern-54_cookingpot-1,,MuishaungModern,54_cookingpot,tɨk₄,tɨk₄,t ɨ k ₄/⁵⁵,,VanDam2025,,,^t ɨ k ₄$,default,tuik,2024
MuishaungNeedham-55_cotton-1,,MuishaungNeedham,55_cotton,ri.py,ri.py,r i + p y,,Needham1897,,,^r i . p y$,default,rî´pü,1897
MuishaungModern-55_cotton-1,,MuishaungModern,55_cotton,rɨi₁pɨ₃,rɨi₁pɨ₃,r ɨi ₁/³¹ + p ɨ ₃/³³,,VanDam2025,,,^r ɨi ₁ p ɨ ₃$,default,ruiyz.puic,2024
MuishaungNeedham-56_cow-1,,MuishaungNeedham,56_cow,mɑn.su,mɑn.su,m ɑ n + s u,,Needham1897,,,^m ɑ n . s u$,default,mân´sû,1897
MuishaungModern-56_cow-1,,MuishaungModern,56_cow,man₂sɨu₂,man₂sɨu₂,m a n ₂/²³¹ + s ɨu ₂/²³¹,,VanDam2025,,,^m a n ₂ s ɨu ₂$,default,manx.suiux,2024
MuishaungNeedham-57_cry-1,,MuishaungNeedham,57_cry,ɑ.kwʌr,ɑ.kwʌr,ɑ + kʷ ʌ r,,Needham1897,,,^ɑ . kw ʌ r$,default,â´kwarr,1897
MuishaungModern-57_cry-1,,MuishaungModern,57_cry,kʰor₂,kʰor₂,kʰ o r ₂/²³¹,,VanDam2025,,,^kʰ o r ₂$,default,khorx,2024
MuishaungNeedham-58_crossbow-1,,MuishaungNeedham,58_crossbow,kɒŋ.ki,kɒŋ.ki,k ɒ ŋ + k i,,Needham1897,,,^k ɒ ŋ . k i$,default,kong´kî,1897
MuishaungNeedham-59_crow-1,,MuishaungNeedham,59_crow,wu.kʰɑ,wu.kʰɑ,w u + kʰ ɑ,,Needham1897,,,^w u . kʰ ɑ$,default,wû´khâ,1897
MuishaungModern-59_crow-1,,MuishaungModern,59_crow,βu₁kʰa₂,βu₁kʰa₂,β u ₁/³¹ + kʰ a ₂/²³¹,,VanDam2025,,,^β u ₁ kʰ a ₂$,default,wuz.khax,2024
MuishaungNeedham-60_dancev-1,,MuishaungNeedham,60_dancev,βʌ.nɤm,βʌ.nɤm,β ʌ + n ɤ m,,Needham1897,,,^β ʌ . n ɤ m$,default,va´nerm,1897
MuishaungModern-60_dancev-1,,MuishaungModern,60_dancev,βə₀nɤm₁,βə₀nɤm₁,β ə ₀/⁰ n ɤ m ₁/³¹,,VanDam2025,,,^β ə ₀ n ɤ m ₁$,default,wv.nuemz,2024
MuishaungNeedham-61_daughter-1,,MuishaungNeedham,61_daughter,jɑ.ʃɪk.ʃɑ/jɑ.ʃɪk.ʃɑ̃,jɑ.ʃɪk.ʃɑ,j ɑ + ʃ ɪ k + ʃ ɑ,,Needham1897,,,^j ɑ . ʃ ɪ k . ʃ ɑ$,default,yâ´shikshâ/yâ´shikshâṉ,1897
MuishaungNeedham-61_daughter-2,,MuishaungNeedham,61_daughter,jɑ.ʃɪk.ʃɑ/jɑ.ʃɪk.ʃɑ̃,jɑ.ʃɪk.ʃɑ̃,j ɑ + ʃ ɪ k + ʃ ɑ̃,,Needham1897,,,^j ɑ . ʃ ɪ k . ʃ ɑ̃$,default,yâ´shikshâ/yâ´shikshâṉ,1897
MuishaungModern-61_daughter-1,,MuishaungModern,61_daughter,ʒal₂ʨɨk₄sa₁,ʒal₂ʨɨk₄sa₁,ʒ a l ₂/²³¹ + tɕ ɨ k ₄/⁵⁵ + s a ₁/³¹,,VanDam2025,,,^ʒ a l ₂ ʨ ɨ k ₄ s a ₁$,default,yalx.jik.saz,2024
MuishaungNeedham-62_today-1,,MuishaungNeedham,62_today,tʌ.ni,tʌ.ni,t ʌ + n i,,Needham1897,,,^t ʌ . n i$,default,ta´nî,1897
MuishaungModern-62_today-1,,MuishaungModern,62_today,tə₀n̪ɨiʔ₄,tə₀n̪ɨiʔ₄,t ə ₀/⁰ n̪ ɨi ʔ ₄/⁵⁵,,VanDam2025,,,^t ə ₀ n̪ ɨi ʔ ₄$,default,tv.nhuiyq,2024
MuishaungNeedham-63_morrow-1,,MuishaungNeedham,63_morrow,i.nʌp,i.nʌp,i + n ʌ p,,Needham1897,,,^i . n ʌ p$,default,î´nap,1897
MuishaungModern-63_morrow-1,,MuishaungModern,63_morrow,i₁nɐp₄,i₁nɐp₄,i ₁/³¹ + n ɐ p ₄/⁵⁵,,VanDam2025,,,^i ₁ n ɐ p ₄$,default,iz.nvp,2024
MuishaungNeedham-64_dhao-1,,MuishaungNeedham,64_dhao,jɒu̯ŋ,jɒu̯ŋ,j ɒu̯ ŋ,,Needham1897,,,^j ɒu̯ ŋ$,default,yaung,1897
MuishaungModern-64_dhao-1,,MuishaungModern,64_dhao,ʒɐuŋ₁,ʒɐuŋ₁,ʒ ɐu ŋ ₁/³¹,,VanDam2025,,,^ʒ ɐu ŋ ₁$,default,yvungz,2024
MuishaungNeedham-65_daily-1,,MuishaungNeedham,65_daily,βʌ.rɒŋ.ni,βʌ.rɒŋ.ni,β ʌ + r ɒ ŋ + n i,,Needham1897,,,^β ʌ . r ɒ ŋ . n i$,default,varong´nî,1897
MuishaungModern-65_daily-1,,MuishaungModern,65_daily,βə₀rɐuŋ₂n̪ɨiʔ₄,βə₀rɐuŋ₂n̪ɨiʔ₄,β ə ₀/⁰ r ɐu ŋ ₂/²³¹ + n̪ ɨi ʔ ₄/⁵⁵,,VanDam2025,,,^β ə ₀ r ɐu ŋ ₂ n̪ ɨi ʔ ₄$,default,wv.rvungx.nhuiyq,2024
MuishaungNeedham-66_deer-1,,MuishaungNeedham,66_deer,ŋʌm,ŋʌm,ŋ ʌ m,,Needham1897,,,^ŋ ʌ m$,default,ngam,1897
MuishaungModern-66_deer-1,,MuishaungModern,66_deer,ŋɐm₂,ŋɐm₂,ŋ ɐ m ₂/²³¹,,VanDam2025,,,^ŋ ɐ m ₂$,default,ngvmx,2024
MuishaungNeedham-67_dhanpaddy-1,,MuishaungNeedham,67_dhanpaddy,sʌm,sʌm,s ʌ m,,Needham1897,,,^s ʌ m$,default,sam,1897
MuishaungModern-67_dhanpaddy-1,,MuishaungModern,67_dhanpaddy,ʦɐm₁,ʦɐm₁,ts ɐ m ₁/³¹,,VanDam2025,,,^ʦ ɐ m ₁$,default,tsvmz,2024
MuishaungNeedham-68_different-1,,MuishaungNeedham,68_different,ʌ.dɒi̯,ʌ.dɒi̯,ʌ + d ɒi̯,,Needham1897,,,^ʌ . d ɒi̯ $,default,adai,1897
MuishaungModern-68_different-1,,MuishaungModern,68_different,ə₀dɐi₂,ə₀dɐi₂,ə ₀/⁰ d ɐ i ₂/²³¹,,VanDam2025,,,^ə ₀ d ɐ i ₂$,default,v.dvyx,2024
MuishaungNeedham-69_dog-1,,MuishaungNeedham,69_dog,guɪ.hɛ̃,guɪ.hɛ̃,g u ɪ + h ɛ̃,,Needham1897,,,^g u ɪ . h ɛ̃$,default,gui´heṉ,1897
MuishaungModern-69_dog-1,,MuishaungModern,69_dog,ɣui₁he₂,ɣui₁he₂,ɣ u i ₁/³¹ + h e ₂/²³¹,,VanDam2025,,,^ɣ u i ₁ h e ₂$,default,ghuiz.hex,2024
MuishaungNeedham-70_door-1,,MuishaungNeedham,70_door,kʰɑ.ly,kʰɑ.ly,kʰ ɑ + l y,,Needham1897,,,^kʰ ɑ . l y$,default,khâ´lü,1897
MuishaungModern-70_door-1,,MuishaungModern,70_door,ka₃lɨ₂,ka₃lɨ₂,k a ₃/³³ + l ɨ ₂/²³¹,,VanDam2025,,,^k a ₃ l ɨ ₂$,default,kac.luix,2024
MuishaungNeedham-71_drink-1,,MuishaungNeedham,71_drink,nɪŋ,nɪŋ,n ɪ ŋ,,Needham1897,,,^n ɪ ŋ$,default,ning,1897
MuishaungModern-71_drink-1,,MuishaungModern,71_drink,nɨŋ₂,nɨŋ₂,n ɨ ŋ ₂/²³¹,,VanDam2025,,,^n ɨ ŋ ₂$,default,nuingx,2024
MuishaungNeedham-72_drinkingcupofbamboo-1,,MuishaungNeedham,72_drinkingcupofbamboo,kʰʌp,kʰʌp,kʰ ʌ p,,Needham1897,,,^kʰ ʌ p$,default,khap,1897
MuishaungModern-72_drinkingcupofbamboo-1,,MuishaungModern,72_drinkingcupofbamboo,kʰap₄,kʰap₄,kʰ a p ₄/⁵⁵,,VanDam2025,,,^kʰ a p ₄$,default,khap,2024
MuishaungNeedham-73_drum-1,,MuishaungNeedham,73_drum,nuŋ,nuŋ,n u ŋ,,Needham1897,,,^n u ŋ$,default,nûng,1897
MuishaungModern-73_drum-1,,MuishaungModern,73_drum,nuŋ₂,nuŋ₂,n u ŋ ₂/²³¹,,VanDam2025,,,^n u ŋ ₂$,default,nungx,2024
